	id	lot_area	mas_vnr_area	total_bsmt_sf	1st_flr_sf	2nd_flr_sf	gr_liv_area	bsmt_full_bath	full_bath	half_bath	totrms_abvgrd	fireplaces	garage_area	wood_deck_sf	open_porch_sf	age	years_reno	overall_qual_10	overall_qual_2	overall_qual_3	overall_qual_4	overall_qual_5	overall_qual_6	overall_qual_7	overall_qual_8	overall_qual_9	bldg_type_2fmCon	bldg_type_Duplex	bldg_type_Twnhs	bldg_type_TwnhsE	bsmtfin_type_1_1	bsmtfin_type_1_2	bsmtfin_type_1_3	bsmtfin_type_1_4	bsmtfin_type_1_5	bsmtfin_type_1_6	paved_drive_P	paved_drive_Y	kitchen_qual_Fa	kitchen_qual_Gd	kitchen_qual_TA	exter_qual_Fa	exter_qual_Gd	exter_qual_TA	garage_qual_1	garage_qual_2	garage_qual_3	garage_qual_4	garage_qual_5	gr_liv_area*total_basement_sf	age*years_reno	gr_liv_area**2
341	704	10134	0.0	801	801	646	1447	0	1	0	6	0	0	80	0	99	59	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1159047	1159047	2093809
342	676	12144	0.0	832	1036	0	1268	0	1	0	6	1	288	0	28	60	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1054976	1054976	1607824
343	259	8750	116.0	804	804	878	1682	0	2	1	7	0	523	0	77	12	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1352328	1352328	2829124
344	93	11134	180.0	1390	1402	823	2225	1	2	1	7	1	713	198	30	18	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	3092750	3092750	4950625
345	106	7379	0.0	975	975	873	1848	1	2	1	7	1	592	280	184	10	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1801800	1801800	3415104
346	2315	9783	0.0	821	821	955	1776	0	2	1	7	1	443	286	116	10	10	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1458096	1458096	3154176
347	1050	9477	65.0	864	892	0	892	0	1	0	5	0	264	0	0	42	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	770688	770688	795664
348	1095	15384	0.0	788	788	702	1490	1	2	1	8	1	388	100	75	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1174120	1174120	2220100
349	2709	11327	305.0	1064	1064	0	1064	0	1	0	6	1	528	314	48	39	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1132096	1132096	1132096
350	758	5852	188.0	1020	978	886	1864	0	2	1	9	0	0	0	188	107	9	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1901280	1901280	3474496
351	1496	7200	0.0	684	684	714	1398	0	1	1	6	1	440	0	0	32	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	956232	956232	1954404
352	2370	1680	281.0	672	672	546	1218	0	1	1	7	0	264	0	28	34	34	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	818496	818496	1483524
353	2458	10182	420.0	1660	1660	0	1660	1	2	0	8	1	500	322	50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2755600	2755600	2755600
354	2733	9375	0.0	967	1350	0	1350	0	1	1	6	1	504	237	0	52	52	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1305450	1305450	1822500
355	161	11275	300.0	710	1898	1080	2978	0	2	1	11	1	564	240	0	43	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2114380	2114380	8868484
356	726	9720	0.0	741	780	741	1521	0	1	0	8	0	640	0	0	99	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1127061	1127061	2313441
357	845	9017	0.0	1431	1431	0	1431	1	2	0	6	0	666	0	35	10	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2047761	2047761	2047761
358	947	10125	0.0	1107	1040	1012	2052	0	2	1	7	1	642	210	91	9	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2271564	2271564	4210704
359	2232	8500	0.0	793	997	520	1517	0	2	0	7	0	0	0	0	88	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1202981	1202981	2301289
360	2563	9490	0.0	806	958	620	1578	1	1	0	5	2	240	0	0	65	56	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1271868	1271868	2490084
361	2299	27697	198.0	1396	1608	0	1608	0	1	0	6	0	444	152	38	46	46	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2244768	2244768	2585664
362	211	10632	0.0	689	725	499	1224	0	1	1	6	0	180	0	0	93	60	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	843336	843336	1498176
363	605	11475	95.0	1584	1776	0	1776	1	2	0	9	0	888	0	25	51	51	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2813184	2813184	3154176
364	1478	11049	0.0	1234	1234	0	1234	0	2	0	7	0	484	0	30	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1522756	1522756	1522756
365	2247	4750	481.0	1573	1625	0	1625	1	2	0	5	1	538	123	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2556125	2556125	2640625
366	2274	35133	226.0	1572	1572	0	1572	1	1	1	5	2	995	0	263	44	44	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2471184	2471184	2471184
367	2869	12984	459.0	1430	1647	0	1647	1	2	0	7	1	621	0	0	29	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2355210	2355210	2712609
368	967	9157	0.0	912	1072	942	2014	0	2	1	9	0	486	124	114	6	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1836768	1836768	4056196
369	2656	5820	0.0	1162	1163	0	1163	1	1	0	6	0	220	142	98	51	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1351406	1351406	1352569
370	667	9671	480.0	1248	1248	1296	2544	0	2	2	12	0	907	0	0	40	40	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	3174912	3174912	6471936
371	1042	1890	422.0	483	483	504	987	0	1	1	5	0	352	411	0	36	36	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	476721	476721	974169
372	2023	13515	0.0	764	1060	764	1824	0	1	0	8	1	520	0	0	88	57	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1393536	1393536	3326976
373	2447	9233	877.0	1540	1540	1315	2855	1	2	1	9	1	774	247	55	6	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	4396700	4396700	8151025
374	2055	8400	0.0	814	913	0	913	1	1	0	6	0	240	0	0	41	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	743182	743182	833569
375	2275	15306	100.0	1732	1776	0	1776	1	2	0	7	1	712	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	3076032	3076032	3154176
376	2204	7642	0.0	912	912	514	1426	0	1	1	7	1	216	0	240	89	9	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1300512	1300512	2033476
377	1563	3842	174.0	1594	1646	0	1646	1	2	0	5	1	482	128	53	4	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2623724	2623724	2709316
378	483	5063	166.0	1314	1314	0	1314	1	2	0	6	1	626	172	62	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1726596	1726596	1726596
379	796	4235	149.0	1049	1049	0	1049	1	2	0	5	0	266	0	105	25	25	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1100401	1100401	1100401
380	1526	15576	0.0	840	840	840	1680	0	2	0	8	0	308	0	0	93	32	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1411200	1411200	2822400
381	2042	10120	0.0	925	964	925	1889	0	1	1	9	1	308	0	0	97	57	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1747325	1747325	3568321
382	442	13514	285.0	1774	1808	0	1808	1	2	0	7	1	850	200	26	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3207392	3207392	3268864
383	1693	13440	190.0	1108	1148	1402	2550	0	2	1	11	1	670	120	39	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2825400	2825400	6502500
384	1468	8750	0.0	915	933	975	1908	1	2	1	8	1	493	144	133	14	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1745820	1745820	3640464
385	1430	11500	0.0	1182	1643	0	1643	1	2	0	6	1	438	339	0	42	42	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1942026	1942026	2699449
386	2605	10800	0.0	954	1766	648	2414	0	2	0	10	1	520	142	0	106	36	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2302956	2302956	5827396
387	1529	7609	0.0	798	798	714	1512	1	2	0	7	1	180	85	16	83	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1206576	1206576	2286144
388	335	26142	189.0	1188	1188	0	1188	0	1	0	6	0	312	261	39	48	48	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1411344	1411344	1411344
389	1287	9184	0.0	780	948	375	1323	0	1	0	6	0	400	0	0	60	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1031940	1031940	1750329
390	31	1680	492.0	525	525	567	1092	0	1	1	6	0	320	0	0	39	39	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	573300	573300	1192464
391	1785	9416	205.0	1726	1726	0	1726	1	2	0	8	1	786	171	138	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2979076	2979076	2979076
392	82	8400	130.0	650	888	676	1564	0	2	1	7	1	476	0	50	30	29	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1016600	1016600	2446096
393	2620	12144	0.0	910	910	611	1521	0	1	1	6	0	597	199	0	56	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1384110	1384110	2313441
394	252	10402	0.0	1226	1226	0	1226	0	2	0	6	0	740	0	36	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1503076	1503076	1503076
395	721	3300	0.0	624	816	0	816	0	1	0	5	1	0	0	33	99	59	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	509184	509184	665856
396	2165	8334	0.0	1330	1330	0	1330	0	2	0	6	1	437	0	23	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1768900	1768900	1768900
397	2316	11207	0.0	802	802	709	1511	1	2	1	8	1	413	95	75	9	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1211822	1211822	2283121
398	775	7252	0.0	858	858	0	858	1	1	0	5	0	576	120	0	27	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	736164	736164	736164
399	1558	18000	0.0	894	894	0	894	0	1	0	6	0	1248	0	20	73	58	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	799236	799236	799236
400	17	12134	0.0	559	1080	672	1752	0	2	0	8	0	492	325	12	22	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	979368	979368	3069504
401	1022	14450	194.0	1782	1782	0	1782	0	2	0	6	1	551	467	0	29	29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	3175524	3175524	3175524
402	925	7681	0.0	731	820	523	1343	0	1	1	7	1	186	192	0	88	59	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	981733	981733	1803649
403	438	11146	250.0	1709	1717	0	1717	0	2	0	7	1	908	169	39	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2934353	2934353	2948089
404	1270	7910	0.0	1075	1507	0	1507	0	2	0	7	0	404	0	0	48	48	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1620025	1620025	2271049
405	1272	8000	0.0	1027	1027	0	1027	0	1	0	6	0	299	0	0	46	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1054729	1054729	1054729
406	215	6048	0.0	856	936	744	1680	1	2	0	7	1	450	56	144	100	60	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1438080	1438080	2822400
407	266	9548	223.0	941	941	888	1829	1	2	1	7	1	613	192	39	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1721089	1721089	3345241
408	2402	10927	280.0	1058	1058	846	1904	1	2	1	8	1	736	179	60	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	2014432	2014432	3625216
409	1250	7350	0.0	952	952	0	952	1	1	0	4	0	840	0	0	57	57	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	906304	906304	906304
410	1984	5925	435.0	907	1131	0	1131	0	1	0	7	0	672	0	72	70	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1025817	1025817	1279161
411	1279	7200	0.0	768	1024	564	1588	0	1	1	6	0	480	0	0	53	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1219584	1219584	2521744
412	377	12388	229.0	1043	1539	1134	2673	0	2	1	9	1	441	178	84	29	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2787939	2787939	7144929
413	1252	8838	0.0	0	1764	0	1764	0	2	1	7	1	301	0	72	51	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3111696
414	2156	10000	438.0	1220	1220	870	2090	1	2	1	8	1	556	0	65	12	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2549800	2549800	4368100
415	499	12203	975.0	1225	1276	1336	2612	1	2	1	8	1	676	250	0	11	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	3199700	3199700	6822544
416	1374	21286	0.0	720	720	551	1271	0	2	0	7	1	312	0	0	60	58	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	915120	915120	1615441
417	2898	11170	0.0	1216	1298	1216	2514	0	2	1	8	0	693	0	0	16	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	3057024	3057024	6320196
418	401	10500	0.0	864	864	0	864	0	1	0	4	0	576	216	0	38	38	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	746496	746496	746496
419	2721	13125	67.0	1134	1803	0	1803	1	2	0	8	1	484	0	0	49	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2044602	2044602	3250809
420	2078	12671	300.0	1288	2422	0	2422	0	3	0	6	2	527	0	63	53	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	3119536	3119536	5866084
421	2589	13600	0.0	1056	1056	0	1056	1	1	1	6	0	300	0	0	51	51	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1115136	1115136	1115136
422	1946	21281	0.0	666	1308	1778	3086	0	3	1	9	0	1200	0	208	72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2055276	2055276	9523396
423	1334	5870	0.0	554	736	554	1290	0	1	1	6	0	200	38	112	108	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	714660	714660	1664100
424	2781	13704	150.0	1541	1541	0	1541	0	2	0	6	1	843	468	81	5	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2374681	2374681	2374681
425	431	12220	305.0	2006	2020	0	2020	1	2	1	9	1	900	156	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	4052120	4052120	4080400
426	576	3782	0.0	1226	1226	0	1226	1	1	0	4	2	484	133	78	28	28	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1503076	1503076	1503076
427	1474	8450	196.0	856	856	854	1710	1	2	1	8	0	548	0	61	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1463760	1463760	2924100
428	2254	8750	50.0	852	918	0	918	0	1	0	4	0	360	192	84	32	32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	782136	782136	842724
429	2155	11248	215.0	1626	1668	0	1668	1	2	0	7	1	702	257	45	5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2712168	2712168	2782224
430	885	8777	0.0	0	1126	0	1126	0	2	0	5	0	520	0	96	60	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1267876
431	643	8128	80.0	1062	1062	0	1062	1	1	0	6	0	297	0	0	55	55	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1127844	1127844	1127844
432	1944	9600	0.0	845	893	0	893	0	1	0	4	0	576	0	0	58	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	754585	754585	797449
433	480	10125	0.0	846	846	748	1594	0	2	1	7	1	434	300	48	5	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1348524	1348524	2540836
434	2845	11388	0.0	616	1055	218	1273	0	1	0	5	0	275	212	0	96	13	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	784168	784168	1620529
435	2387	14215	380.0	1158	1158	1218	2376	0	3	1	9	1	853	240	154	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2751408	2751408	5645376
436	2407	6792	94.0	1368	1368	0	1368	0	2	0	6	1	474	132	35	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1871424	1871424	1871424
437	2527	11700	420.0	708	708	708	1416	0	2	1	7	1	776	0	169	38	38	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1002528	1002528	2005056
438	2514	4447	0.0	530	530	550	1080	0	2	1	4	0	496	0	50	3	3	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	572400	572400	1166400
439	629	13560	216.0	1392	1392	0	1392	1	1	0	5	2	576	0	0	41	41	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1937664	1937664	1937664
440	80	9453	0.0	996	1014	730	1744	0	2	1	7	0	457	370	70	17	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1737024	1737024	3041536
441	1876	10355	196.0	1214	1214	0	1214	0	2	0	5	1	318	0	111	40	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1473796	1473796	1473796
442	1546	6000	0.0	720	760	330	1090	0	1	0	5	0	240	0	0	68	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	784800	784800	1188100
443	2518	11250	0.0	1208	1208	0	1208	1	1	1	6	1	546	198	42	29	29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1459264	1459264	1459264
444	2347	10464	130.0	988	1102	0	1102	1	1	0	5	1	582	140	22	26	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1088776	1088776	1214404
445	783	25095	0.0	1437	1473	0	1473	2	1	0	5	2	452	0	48	41	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	2116701	2116701	2169729
446	1322	11340	0.0	723	723	363	1086	0	1	0	5	0	400	0	24	88	58	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	785178	785178	1179396
447	194	5000	0.0	765	765	0	765	1	1	0	4	0	200	135	0	85	60	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	585225	585225	585225
448	1770	11787	594.0	1379	1383	1015	2398	1	2	1	8	1	834	239	60	11	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	3306842	3306842	5750404
449	2143	7200	0.0	864	864	0	864	1	1	0	5	0	576	155	0	35	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	746496	746496	746496
450	1229	13700	288.0	864	902	918	1820	0	1	2	8	2	492	60	84	43	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1572480	1572480	3312400
451	511	10130	260.0	1702	1702	0	1702	1	2	0	7	1	844	0	69	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2896804	2896804	2896804
452	46	6371	128.0	1358	1358	0	1358	1	2	0	6	1	484	192	35	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1844164	1844164	1844164
453	1348	6120	0.0	952	1022	752	1774	0	2	0	8	2	468	90	0	77	58	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1688848	1688848	3147076
454	2465	8125	0.0	756	756	797	1553	0	2	1	6	0	615	0	45	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1174068	1174068	2411809
455	387	8470	0.0	972	972	839	1811	0	2	1	7	1	565	225	48	7	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1760292	1760292	3279721
